post_id,username,posted_at_utc,post_type,likes,comments,shares,saves,location,hashtags
IG_4411478352,the_wanderer21,2024-12-29 20:15:17,Image,21,1,1,2,"Ahmedabad, Gujarat",#fashion #trending #travel #lifestyle #instagood #nature
IG_5158222631,rohit_tech80,2024-12-30 00:15:35,Carousel,59,5,1,6,"Goa, India",#travel #nature #photography #viral #photooftheday
IG_5203134322,amit_travels92,2024-12-30 01:58:47,Carousel,390,12,31,41,"Pune, Maharashtra",#music #love #trending
IG_6429985409,amit_travels52,2024-12-30 02:53:50,Carousel,661,106,29,116,"Bali, Indonesia",#photography #instagood #music #viral #trending #travel
IG_1728147038,priya_daily95,2024-12-30 04:28:31,Video,1326,215,45,78,"Bengaluru, Karnataka",#lifestyle #fitness
IG_5952352315,sneha_style46,2024-12-30 04:47:43,Video,209,17,15,15,,#music #instagood #trending #photooftheday #photography #viral
IG_1972889326,foodie_anjali66,2024-12-30 08:27:36,Image,271,40,13,6,"Delhi, India",#lifestyle #travel #music #art
IG_8824671117,priya_daily9,2024-12-30 10:23:36,Reel,10,1,0,2,"Ahmedabad, Gujarat",#love #art #viral #instagood
IG_7029267150,rahul_rocks15,2024-12-30 17:28:17,Image,283,18,6,52,,#foodie #music #lifestyle #photography #fitness
IG_6688243759,sneha_style20,2024-12-30 23:31:40,Reel,66,12,5,6,"Bengaluru, Karnataka",#travel #instagood #art
IG_6984976102,foodie_anjali79,2024-12-31 00:44:03,Image,169,33,13,19,"Delhi, India",#photography #viral #love #fashion
IG_3701175675,style_icon95,2024-12-31 01:57:42,Image,287,31,8,38,"Ahmedabad, Gujarat",#photooftheday #love #music #foodie #trending
IG_9659646816,amit_travels67,2024-12-31 08:11:13,Video,304,51,23,68,"Pune, Maharashtra",#photooftheday #love #instagood #nature #foodie
IG_8600051215,ramesh_vlogs48,2025-01-01 00:00:54,Video,242,24,6,35,,#nature #foodie #instagood
IG_7513639961,priya_daily95,2025-01-01 03:45:31,Video,434,48,39,87,"Delhi, India",#fashion #instagood #art #photography #travel
IG_5826014436,sneha_style39,2025-01-01 04:35:34,Image,111,18,5,8,,#music #viral
IG_8328778307,rahul_rocks67,2025-01-01 04:54:42,Image,17964,3445,1029,911,"Pune, Maharashtra",#viral #music
IG_3712685657,sneha_style22,2025-01-01 10:42:09,Reel,138,10,12,33,"Pune, Maharashtra",#photooftheday #love #trending #foodie
IG_8969236728,foodie_anjali97,2025-01-01 17:11:05,Image,5059,872,205,312,"Pune, Maharashtra",#foodie #fitness #nature #music #art
IG_8139589626,the_wanderer34,2025-01-01 23:35:08,Reel,115,5,0,24,,#art #love
IG_4703559111,foodie_anjali75,2025-01-02 00:26:29,Video,13,2,0,0,"Jaipur, Rajasthan",#love #instagood #fitness
IG_2094755108,suresh_fitness9,2025-01-02 01:29:21,Image,197,3,16,27,"Paris, France",#foodie #photography #instagood
IG_6521189835,kavita_art5,2025-01-02 01:30:51,Carousel,23,3,2,3,"Goa, India",#art #trending
IG_4860858990,foodie_anjali51,2025-01-02 08:32:34,Reel,39,5,0,1,,#travel #fitness #music #art
IG_0535848878,amit_travels91,2025-01-02 12:05:35,Image,37,7,2,4,,#foodie #nature #travel #photography #music
IG_7679192956,sneha_style49,2025-01-02 13:36:52,Carousel,215,37,10,36,"Ahmedabad, Gujarat",#photography #fitness #nature #art #fashion
IG_7052918161,foodie_anjali74,2025-01-02 14:20:52,Reel,14,1,1,2,"Pune, Maharashtra",#photooftheday #trending #travel #art #photography #foodie
IG_1944971550,rohit_tech25,2025-01-02 14:24:04,Reel,940,37,56,218,,#photooftheday #travel #fashion
IG_8911215592,ramesh_vlogs59,2025-01-02 17:47:10,Image,80,3,2,4,"Pune, Maharashtra",#foodie #art #music #fashion #photography
IG_7104070561,foodie_anjali88,2025-01-02 18:35:51,Carousel,212,23,4,38,"Bengaluru, Karnataka",#love #foodie #trending
IG_1735633617,amit_travels90,2025-01-03 07:33:09,Reel,55,9,5,6,"Mumbai, Maharashtra",#fitness #travel #nature #fashion #photooftheday #lifestyle
IG_0988880689,rohit_tech4,2025-01-03 07:37:46,Reel,12285,817,513,1277,"Ahmedabad, Gujarat",#photooftheday #music
IG_3672825981,style_icon42,2025-01-03 11:19:23,Image,7,1,0,0,"Bali, Indonesia",#viral #instagood #nature #photography #art #travel
IG_6861606772,the_wanderer98,2025-01-03 15:27:23,Video,93,17,8,20,"Goa, India",#viral #photooftheday #art #travel #fashion
IG_3149078541,rohit_tech20,2025-01-03 16:11:57,Image,65,12,5,12,"Delhi, India",#photography #instagood #travel #photooftheday
IG_7641328624,amit_travels23,2025-01-03 17:30:10,Image,118,17,8,21,"Paris, France",#photography #photooftheday
IG_8474327355,the_wanderer12,2025-01-03 22:46:12,Image,662,17,44,33,"Pune, Maharashtra",#foodie #photooftheday #travel #fitness
IG_4773145944,amit_travels86,2025-01-03 23:24:18,Image,28,2,0,3,"Bali, Indonesia",#lifestyle #love #music #foodie #photography #fitness
IG_5204428892,kavita_art66,2025-01-04 02:56:36,Video,69,12,4,3,,#foodie #trending #travel
IG_1152111845,sneha_style98,2025-01-04 03:30:14,Image,142,9,9,27,,#photooftheday #love
IG_4054882006,rohit_tech68,2025-01-04 04:18:04,Carousel,203,37,6,40,,#instagood #fitness #lifestyle #photography
IG_8703314124,the_wanderer4,2025-01-04 05:21:28,Reel,632,19,8,84,,#nature #music #art
IG_4134813503,style_icon15,2025-01-04 07:02:38,Image,87,6,2,18,,#art #viral
IG_5429779157,kavita_art59,2025-01-04 09:16:07,Image,199,2,15,13,,#photography #nature #love
IG_3479748883,the_wanderer45,2025-01-04 16:10:45,Image,38,1,0,9,,#art #viral #fashion
IG_4948180155,foodie_anjali64,2025-01-04 17:02:56,Image,123,23,7,30,"Dubai, UAE",#love #lifestyle
IG_4684559225,priya_daily31,2025-01-04 19:47:10,Video,722,29,67,56,"Bengaluru, Karnataka",#photography #love #lifestyle #instagood #fitness
IG_4904896499,ramesh_vlogs5,2025-01-05 08:27:12,Carousel,612,87,53,59,"Bali, Indonesia",#foodie #photooftheday #travel #nature #viral #instagood
IG_2468876065,ramesh_vlogs10,2025-01-05 10:26:53,Video,260,41,20,30,"Ahmedabad, Gujarat",#travel #love #instagood #lifestyle #art #trending
IG_3092432036,ramesh_vlogs97,2025-01-05 10:59:04,Reel,1037,168,12,29,,#music #viral
IG_7352737045,amit_travels68,2025-01-05 12:18:35,Image,38,0,1,4,,#lifestyle #photooftheday #art #fashion
IG_7566512702,priya_daily89,2025-01-05 13:51:42,Video,462,26,19,45,,#photooftheday #music #love #nature #travel
IG_6135660166,rohit_tech61,2025-01-05 16:28:16,Carousel,16,1,0,0,,#travel #photooftheday #instagood #nature
IG_9740581199,style_icon27,2025-01-05 21:43:53,Image,111,17,4,7,"Goa, India",#art #travel
IG_0555601740,foodie_anjali13,2025-01-06 02:01:18,Video,200,9,8,15,"Goa, India",#instagood #fitness #trending
IG_7365084781,the_wanderer58,2025-01-06 02:20:58,Video,70,10,3,13,,#foodie #art
IG_4921088191,rohit_tech10,2025-01-06 11:04:14,Carousel,346,9,26,73,,#foodie #fashion
IG_2166551899,ramesh_vlogs26,2025-01-06 13:35:51,Image,66,2,4,13,"Goa, India",#travel #love #fitness #art #nature #instagood
IG_9150213612,style_icon22,2025-01-06 16:55:57,Carousel,255,50,3,21,,#instagood #foodie #love #fashion
IG_2308968017,amit_travels22,2025-01-06 18:55:11,Carousel,172,6,13,23,,#travel #fashion #photography #viral
IG_5014961317,priya_daily86,2025-01-06 19:07:00,Image,146,5,8,10,"Bengaluru, Karnataka",#art #trending #nature #lifestyle #music
IG_5759887246,foodie_anjali43,2025-01-06 21:25:14,Carousel,127,23,9,16,"Bengaluru, Karnataka",#viral #travel #foodie #instagood #photooftheday #photography
IG_4088732021,amit_travels57,2025-01-07 00:31:35,Carousel,13,1,1,1,"Paris, France",#photooftheday #travel #love #viral
IG_8143371901,style_icon95,2025-01-07 05:24:56,Image,20,2,0,0,"Dubai, UAE",#photooftheday #nature
IG_5066503501,sneha_style70,2025-01-07 06:09:44,Reel,1515,32,135,338,,#lifestyle #trending
IG_0265815620,rahul_rocks55,2025-01-07 10:19:15,Reel,1174,81,25,208,,#photography #nature
IG_4065856927,suresh_fitness58,2025-01-07 12:18:00,Reel,1038,158,47,240,,#fashion #viral #trending
IG_4757731296,rahul_rocks88,2025-01-07 12:54:40,Image,299,50,12,25,,#foodie #art #music #instagood #trending #love
IG_1450632893,suresh_fitness62,2025-01-07 14:00:54,Reel,119,11,4,14,"Dubai, UAE",#foodie #instagood
IG_6122526000,ramesh_vlogs66,2025-01-07 20:56:35,Image,14,1,0,0,,#photography #lifestyle
IG_4022464824,foodie_anjali55,2025-01-08 01:22:33,Image,277,43,26,55,"Paris, France",#lifestyle #foodie #fashion #instagood #photography #viral
IG_2161230096,foodie_anjali98,2025-01-08 05:28:10,Video,32,4,2,3,"Jaipur, Rajasthan",#fitness #viral #photooftheday #music #photography
IG_0304497722,sneha_style82,2025-01-08 07:14:47,Video,153,26,5,5,"Bali, Indonesia",#love #photooftheday
IG_8770549099,sneha_style64,2025-01-08 09:37:10,Image,157,9,1,13,"Pune, Maharashtra",#love #travel #nature #instagood
IG_6453679467,sneha_style53,2025-01-08 15:49:34,Carousel,568,8,55,81,,#travel #viral #nature #lifestyle
IG_8205202570,ramesh_vlogs75,2025-01-08 19:33:21,Reel,938,47,52,109,"Goa, India",#nature #art #foodie #fashion #fitness
IG_7291877236,style_icon87,2025-01-09 06:49:56,Reel,21,1,0,4,,#instagood #nature
IG_2284021425,kavita_art5,2025-01-09 10:01:11,Reel,677,32,55,99,"Pune, Maharashtra",#viral #trending
IG_6640317495,rohit_tech67,2025-01-09 12:59:00,Reel,909,121,89,225,,#instagood #love #fashion #photography
IG_9908493529,priya_daily12,2025-01-09 14:15:18,Carousel,402,59,17,74,"Goa, India",#viral #lifestyle #fashion #fitness #photooftheday #travel
IG_9119879487,foodie_anjali91,2025-01-09 17:37:18,Video,42,4,0,8,,#viral #music #foodie #fitness
IG_3754234573,style_icon3,2025-01-09 18:23:48,Image,10,1,0,1,,#nature #photography #photooftheday
IG_2111603983,rohit_tech77,2025-01-09 20:26:47,Carousel,907,130,13,151,"Mumbai, Maharashtra",#art #music #trending
IG_8937673361,amit_travels18,2025-01-09 23:18:25,Carousel,152,4,1,9,,#trending #instagood #viral #fashion #music
IG_5692900842,ramesh_vlogs87,2025-01-10 00:59:41,Image,93,4,7,15,,#art #foodie #photooftheday #nature #music #photography
IG_8293195231,rohit_tech30,2025-01-10 02:41:40,Reel,11,0,0,1,,#travel #fashion
IG_1094523547,suresh_fitness78,2025-01-10 05:11:40,Image,26,5,1,4,"Paris, France",#travel #photooftheday
IG_6710291951,foodie_anjali98,2025-01-10 10:24:10,Image,600,86,44,74,"Paris, France",#music #trending #foodie #instagood #viral
IG_2188687247,kavita_art31,2025-01-10 11:57:21,Image,58,10,1,13,,#viral #foodie #photooftheday #photography #lifestyle
IG_5509427956,amit_travels38,2025-01-10 12:55:20,Image,109,19,4,14,"Pune, Maharashtra",#trending #music #fashion
IG_0685319148,rohit_tech60,2025-01-10 15:26:58,Image,111,9,6,19,"Bengaluru, Karnataka",#art #music #photography #lifestyle
IG_5877382055,foodie_anjali83,2025-01-10 15:59:13,Reel,409,25,16,93,"Bengaluru, Karnataka",#nature #fashion
IG_3649150245,kavita_art65,2025-01-10 16:40:27,Image,17,1,1,3,"Ahmedabad, Gujarat",#art #instagood #viral #music #trending #photography
IG_3245545748,the_wanderer57,2025-01-10 17:28:54,Reel,892,67,79,131,"Dubai, UAE",#fitness #trending #photooftheday
IG_8992463604,suresh_fitness38,2025-01-11 00:32:03,Image,35,3,2,2,"Ahmedabad, Gujarat",#photography #instagood #photooftheday
IG_2198483431,style_icon62,2025-01-11 02:04:31,Image,68,2,2,11,"Ahmedabad, Gujarat",#art #fitness
IG_8563288113,rohit_tech56,2025-01-11 11:14:25,Carousel,182,4,7,17,,#instagood #photooftheday
IG_8150199547,foodie_anjali64,2025-01-11 13:32:59,Reel,1066,40,72,66,"Paris, France",#travel #love
IG_8168929770,sneha_style89,2025-01-11 16:57:14,Image,71,12,7,9,"Bengaluru, Karnataka",#music #fashion
IG_1974823136,suresh_fitness28,2025-01-11 22:53:17,Image,259,21,17,13,"Ahmedabad, Gujarat",#trending #love
IG_4070220307,priya_daily85,2025-01-11 23:47:58,Image,108,5,8,2,"Mumbai, Maharashtra",#fitness #love #lifestyle #nature #fashion
IG_8791288912,ramesh_vlogs56,2025-01-12 05:42:12,Image,27199,682,1872,1755,"Ahmedabad, Gujarat",#lifestyle #trending #foodie #nature
IG_0689353399,amit_travels31,2025-01-12 06:24:12,Image,105,20,7,20,,#trending #instagood #art #fitness #fashion #photooftheday
IG_1132387154,suresh_fitness18,2025-01-12 09:38:07,Image,508,54,47,86,,#fashion #trending
IG_9833524845,ramesh_vlogs89,2025-01-12 15:45:01,Image,222,8,7,4,"Goa, India",#fitness #music #viral #nature #photography
IG_9303427013,rohit_tech12,2025-01-12 22:20:26,Reel,79,13,1,9,"Delhi, India",#love #art #travel
IG_4834068556,style_icon46,2025-01-12 23:57:22,Reel,706,50,53,162,"Delhi, India",#nature #fashion #foodie #art #photooftheday
IG_6571127226,amit_travels72,2025-01-13 02:26:21,Image,55,5,1,12,,#love #music #art #photooftheday
IG_3259564192,style_icon72,2025-01-13 02:55:49,Reel,544,51,27,80,"Ahmedabad, Gujarat",#trending #music #nature #fashion #love
IG_8646975466,rahul_rocks27,2025-01-13 03:28:21,Reel,26,0,0,1,,#lifestyle #photooftheday #fashion #viral
IG_4356222698,sneha_style65,2025-01-13 09:54:50,Carousel,47,3,4,9,"Ahmedabad, Gujarat",#love #fashion #photooftheday #art #music
IG_5850342445,sneha_style14,2025-01-13 11:09:38,Image,122,10,9,24,"Bengaluru, Karnataka",#fitness #trending #instagood #love #viral #photooftheday
IG_7075623831,kavita_art61,2025-01-13 15:25:14,Reel,238,17,9,21,"Bali, Indonesia",#trending #photooftheday #fashion #music #instagood #travel
IG_2532266637,amit_travels69,2025-01-13 16:49:13,Reel,1039,182,91,221,"Ahmedabad, Gujarat",#photography #nature #instagood #lifestyle
IG_7461357592,the_wanderer31,2025-01-13 19:18:10,Video,36,2,0,3,"Bengaluru, Karnataka",#lifestyle #foodie #photooftheday
IG_2842781454,priya_daily17,2025-01-13 20:15:09,Image,48,1,2,3,,#viral #nature #trending
IG_6766205299,the_wanderer72,2025-01-14 05:55:16,Image,139,8,2,20,"Jaipur, Rajasthan",#nature #trending #music #fitness #instagood #fashion
IG_8564560256,sneha_style86,2025-01-15 09:06:39,Image,1134,84,74,186,"Pune, Maharashtra",#photography #photooftheday #viral #travel #nature #art
IG_2983632056,rahul_rocks8,2025-01-15 20:38:29,Image,2056,146,191,301,"Ahmedabad, Gujarat",#art #trending #viral
IG_9030404290,rohit_tech27,2025-01-16 02:15:05,Carousel,228,44,20,5,,#viral #photography #love #fashion #lifestyle #photooftheday
IG_0911902241,rahul_rocks1,2025-01-16 03:54:56,Image,306,56,10,72,"Jaipur, Rajasthan",#photooftheday #art #photography #trending
IG_5626662163,foodie_anjali48,2025-01-16 05:06:24,Video,1102,189,71,88,"Bali, Indonesia",#lifestyle #music #love #fitness #art
IG_5734886104,ramesh_vlogs37,2025-01-16 06:41:42,Video,2896,456,259,173,"Bengaluru, Karnataka",#fashion #art #lifestyle #music #trending #photography
IG_2704691722,ramesh_vlogs69,2025-01-16 08:11:58,Reel,45,2,1,10,,#art #music
IG_5627701441,foodie_anjali58,2025-01-16 18:06:42,Reel,2261,430,32,324,,#photography #photooftheday #lifestyle #love #trending
IG_9101050008,foodie_anjali5,2025-01-16 22:56:23,Carousel,66,4,5,2,"Goa, India",#photography #trending
IG_5442658878,suresh_fitness58,2025-01-17 01:13:40,Reel,11,0,1,1,,#love #foodie #instagood
IG_3612896480,amit_travels70,2025-01-17 03:54:27,Image,10,0,0,2,"Pune, Maharashtra",#nature #love
IG_3937261024,kavita_art34,2025-01-17 05:47:23,Reel,200,12,4,17,"Goa, India",#music #fitness
IG_5248083637,priya_daily60,2025-01-17 13:17:29,Reel,32,6,1,2,"Mumbai, Maharashtra",#love #music #trending #nature
IG_0873621146,rahul_rocks85,2025-01-17 14:22:15,Image,232,44,15,26,"Paris, France",#travel #music #fashion
IG_4215562432,the_wanderer73,2025-01-18 03:42:55,Reel,179,2,9,3,"Mumbai, Maharashtra",#photography #trending #instagood #travel #art
IG_2595925922,rohit_tech10,2025-01-18 04:00:00,Reel,248,21,14,5,"Paris, France",#love #photooftheday
IG_9913656681,suresh_fitness11,2025-01-18 04:04:37,Reel,111,15,1,11,,#music #lifestyle #photooftheday #travel #art #trending
IG_7780769300,the_wanderer71,2025-01-18 04:06:24,Reel,353,61,7,85,"Paris, France",#travel #fitness #foodie #art
IG_2470693958,rohit_tech26,2025-01-18 07:47:28,Carousel,65,12,3,14,"Dubai, UAE",#viral #nature
IG_7366232968,style_icon33,2025-01-18 08:45:18,Carousel,1275,73,63,239,"Pune, Maharashtra",#photooftheday #nature #viral
IG_4255549597,ramesh_vlogs28,2025-01-18 11:46:51,Image,235,14,7,52,,#nature #fitness #photography #travel #art
IG_0971473873,foodie_anjali81,2025-01-18 12:31:00,Carousel,738,53,26,33,"Ahmedabad, Gujarat",#fashion #lifestyle #music #photography #fitness #art
IG_7139316155,amit_travels40,2025-01-18 12:37:12,Image,47,2,3,1,,#music #travel #photooftheday #instagood #viral #lifestyle
IG_6403890582,the_wanderer68,2025-01-18 23:37:49,Image,265,45,24,29,,#love #photooftheday
IG_9396241720,style_icon8,2025-01-19 12:00:33,Reel,350,24,31,13,"Ahmedabad, Gujarat",#trending #viral #photography #lifestyle
IG_7307035130,rohit_tech21,2025-01-19 12:17:03,Video,53,7,2,11,,#love #photooftheday #fashion
IG_5212839061,foodie_anjali18,2025-01-19 17:18:44,Reel,110,14,7,5,,#nature #fitness #photography #music #photooftheday #trending
IG_4415418626,rohit_tech98,2025-01-19 22:14:08,Carousel,154,8,8,30,"Delhi, India",#travel #trending #love #photooftheday #fashion
IG_7510129918,kavita_art7,2025-01-19 22:53:35,Image,1127,144,74,90,"Pune, Maharashtra",#trending #travel #foodie #photography
IG_0539254910,amit_travels51,2025-01-20 04:56:47,Carousel,150,4,3,35,,#trending #instagood #love
IG_7011489318,style_icon55,2025-01-20 05:26:44,Image,59,7,5,11,"Paris, France",#trending #photography #love #instagood #viral
IG_9170980498,rohit_tech79,2025-01-20 05:56:54,Reel,390,77,6,36,"Goa, India",#travel #fitness #lifestyle
IG_4352457471,amit_travels93,2025-01-20 10:43:18,Image,365,44,31,7,"Pune, Maharashtra",#fitness #viral #music
IG_4151062541,sneha_style20,2025-01-20 15:48:50,Image,61,11,3,2,,#foodie #instagood #lifestyle #photography #art
IG_7406978617,style_icon26,2025-01-21 02:48:47,Image,518,24,22,17,,#love #fashion #art #travel #photooftheday #photography
IG_9670828251,kavita_art82,2025-01-21 08:39:22,Image,41,3,2,7,,#music #trending
IG_4225438709,style_icon89,2025-01-21 21:55:42,Reel,54,5,2,1,"Ahmedabad, Gujarat",#viral #music
IG_0999286136,kavita_art88,2025-01-22 00:00:16,Image,96,11,8,13,,#music #travel #instagood #fashion #love
IG_0234794782,ramesh_vlogs83,2025-01-22 06:21:03,Image,91,2,6,16,"Goa, India",#foodie #music #fashion #trending #photooftheday #art
IG_7506647397,rahul_rocks49,2025-01-22 08:53:40,Carousel,36,4,2,8,"Bengaluru, Karnataka",#foodie #nature
IG_6040931806,rohit_tech77,2025-01-22 08:53:47,Reel,103,9,1,7,"Dubai, UAE",#photooftheday #travel #art
IG_7867692026,rahul_rocks65,2025-01-22 08:54:14,Image,131,21,10,22,,#fashion #art
IG_5686600884,priya_daily94,2025-01-22 09:52:47,Carousel,161,2,13,9,,#photooftheday #fashion
IG_9783894100,foodie_anjali20,2025-01-22 12:20:56,Video,134,8,12,32,"Goa, India",#foodie #fitness #photooftheday
IG_6782214231,suresh_fitness18,2025-01-22 13:25:23,Image,66,10,6,5,,#foodie #instagood #nature #fashion
IG_2838841773,sneha_style63,2025-01-22 14:38:46,Video,26,5,1,0,"Bali, Indonesia",#art #lifestyle #photooftheday #love #viral
IG_8099695824,kavita_art66,2025-01-22 14:52:57,Reel,52,2,2,5,"Pune, Maharashtra",#love #nature #fitness #photography
IG_6387248644,amit_travels58,2025-01-22 15:04:39,Image,266,10,7,42,,#travel #fitness
IG_0828845706,amit_travels27,2025-01-22 16:05:09,Reel,84,11,0,7,"Mumbai, Maharashtra",#love #fashion #fitness #trending #foodie
IG_2977423063,rohit_tech39,2025-01-22 17:54:29,Carousel,1301,125,125,45,"Pune, Maharashtra",#nature #fitness #travel #trending #instagood #foodie
IG_3074297735,style_icon98,2025-01-22 18:58:13,Video,155,2,12,20,,#photography #art #travel
IG_5869473554,suresh_fitness75,2025-01-22 19:33:52,Image,130,7,11,15,,#instagood #foodie #travel #music #nature #trending
IG_0091494861,style_icon21,2025-01-22 19:50:20,Image,25,2,2,5,"Pune, Maharashtra",#love #nature #photooftheday #foodie #fashion #instagood
IG_9456204793,the_wanderer57,2025-01-22 20:57:04,Reel,99,6,0,16,,#lifestyle #foodie #music
IG_1449204620,rahul_rocks45,2025-01-23 00:33:28,Reel,200,3,4,9,,#music #trending #travel #photooftheday #fashion #instagood
IG_6770286764,suresh_fitness76,2025-01-23 07:39:56,Reel,303,40,9,31,"Mumbai, Maharashtra",#music #trending
IG_3171090862,the_wanderer59,2025-01-23 11:20:07,Reel,1582,255,81,35,,#love #foodie #music
